"dataset_notice","customer_id","full_name","phone_number","bank_name","account_number","upi_id","profile_image_url","balance","upi_pin","age_group","digital_literacy","average_tx_amount","normal_hours","known_beneficiaries"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C477","Aarav Training 477","+91 98376 00477","Apex Global Bank","XXXX-XXXX-4876","aaravtraining477@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c477","INR 3,64,812.00","065048","31-45","Advanced","INR 9,948.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C478","Diya Demo 478","+91 98377 00478","Apex Global Bank","XXXX-XXXX-4877","diyademo478@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c478","INR 3,65,749.00","6409","46-60","Moderate","INR 10,021.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C479","Kabir Example 479","+91 98378 00479","Apex Global Bank","XXXX-XXXX-4878","kabirexample479@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c479","INR 3,66,686.00","065394","61-75","Basic","INR 10,094.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C480","Meera Sandbox 480","+91 98379 00480","Apex Global Bank","XXXX-XXXX-4879","meerasandbox480@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c480","INR 3,67,623.00","6443","18-30","Advanced","INR 10,167.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C481","Arjun Iyer 481","+91 98380 00481","Apex Global Bank","XXXX-XXXX-4880","arjuniyer481@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c481","INR 3,68,560.00","065740","31-45","Moderate","INR 10,240.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C482","Anaya Test 482","+91 98381 00482","Apex Global Bank","XXXX-XXXX-4881","anayatest482@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c482","INR 3,69,497.00","6477","46-60","Basic","INR 10,313.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C483","Vihaan Prototype 483","+91 98382 00483","Apex Global Bank","XXXX-XXXX-4882","vihaanprototype483@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c483","INR 3,70,434.00","066086","61-75","Advanced","INR 10,386.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C484","Isha Fictional 484","+91 98383 00484","Apex Global Bank","XXXX-XXXX-4883","ishafictional484@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c484","INR 3,71,371.00","6511","18-30","Moderate","INR 10,459.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C485","Rohan Sample 485","+91 98384 00485","Apex Global Bank","XXXX-XXXX-4884","rohansample485@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c485","INR 3,72,308.00","066432","31-45","Basic","INR 10,532.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C486","Kavya Mock 486","+91 98385 00486","Apex Global Bank","XXXX-XXXX-4885","kavyamock486@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c486","INR 3,73,245.00","6545","46-60","Advanced","INR 10,605.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C487","Dev Training 487","+91 98386 00487","Apex Global Bank","XXXX-XXXX-4886","devtraining487@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c487","INR 3,74,182.00","066778","61-75","Moderate","INR 10,678.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C488","Tara Demo 488","+91 98387 00488","Apex Global Bank","XXXX-XXXX-4887","tarademo488@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c488","INR 3,75,119.00","6579","18-30","Basic","INR 10,751.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C489","Ishaan Example 489","+91 98388 00489","Apex Global Bank","XXXX-XXXX-4888","ishaanexample489@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c489","INR 3,76,056.00","067124","31-45","Advanced","INR 10,824.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C490","Naina Sandbox 490","+91 98389 00490","Apex Global Bank","XXXX-XXXX-4889","nainasandbox490@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c490","INR 3,76,993.00","6613","46-60","Moderate","INR 10,897.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C491","Reyansh Iyer 491","+91 98390 00491","Apex Global Bank","XXXX-XXXX-4890","reyanshiyer491@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c491","INR 3,77,930.00","067470","61-75","Basic","INR 10,970.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C492","Aditi Test 492","+91 98391 00492","Apex Global Bank","XXXX-XXXX-4891","adititest492@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c492","INR 3,78,867.00","6647","18-30","Advanced","INR 11,043.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C493","Neil Prototype 493","+91 98392 00493","Apex Global Bank","XXXX-XXXX-4892","neilprototype493@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c493","INR 3,79,804.00","067816","31-45","Moderate","INR 11,116.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C494","Mira Fictional 494","+91 98393 00494","Apex Global Bank","XXXX-XXXX-4893","mirafictional494@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c494","INR 3,80,741.00","6681","46-60","Basic","INR 11,189.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C495","Yash Sample 495","+91 98394 00495","Apex Global Bank","XXXX-XXXX-4894","yashsample495@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c495","INR 3,81,678.00","068162","61-75","Advanced","INR 11,262.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C496","Saanvi Mock 496","+91 98395 00496","Apex Global Bank","XXXX-XXXX-4895","saanvimock496@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c496","INR 3,82,615.00","6715","18-30","Moderate","INR 11,335.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C497","Advik Training 497","+91 98396 00497","Apex Global Bank","XXXX-XXXX-4896","adviktraining497@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c497","INR 3,83,552.00","068508","31-45","Basic","INR 11,408.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C498","Riya Demo 498","+91 98397 00498","Apex Global Bank","XXXX-XXXX-4897","riyademo498@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c498","INR 3,84,489.00","6749","46-60","Advanced","INR 11,481.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C499","Karan Example 499","+91 98398 00499","Apex Global Bank","XXXX-XXXX-4898","karanexample499@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c499","INR 3,85,426.00","068854","61-75","Moderate","INR 11,554.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C500","Pooja Sandbox 500","+91 98399 00500","Apex Global Bank","XXXX-XXXX-4899","poojasandbox500@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c500","INR 3,86,363.00","6783","18-30","Basic","INR 11,627.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C501","Ramaswamy Iyer 501","+91 98400 00501","Apex Global Bank","XXXX-XXXX-4800","ramaswamyiyer501@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c501","INR 3,87,300.00","069200","31-45","Advanced","INR 11,700.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C502","Aarav Test 502","+91 98401 00502","Apex Global Bank","XXXX-XXXX-4801","aaravtest502@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c502","INR 3,88,237.00","6817","46-60","Moderate","INR 11,773.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C503","Diya Prototype 503","+91 98402 00503","Apex Global Bank","XXXX-XXXX-4802","diyaprototype503@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c503","INR 3,89,174.00","069546","61-75","Basic","INR 11,846.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C504","Kabir Fictional 504","+91 98403 00504","Apex Global Bank","XXXX-XXXX-4803","kabirfictional504@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c504","INR 3,90,111.00","6851","18-30","Advanced","INR 11,919.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C505","Meera Sample 505","+91 98404 00505","Apex Global Bank","XXXX-XXXX-4804","meerasample505@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c505","INR 3,91,048.00","069892","31-45","Moderate","INR 11,992.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C506","Arjun Mock 506","+91 98405 00506","Apex Global Bank","XXXX-XXXX-4805","arjunmock506@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c506","INR 3,91,985.00","6885","46-60","Basic","INR 12,065.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C507","Anaya Training 507","+91 98406 00507","Apex Global Bank","XXXX-XXXX-4806","anayatraining507@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c507","INR 3,92,922.00","070238","61-75","Advanced","INR 12,138.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C508","Vihaan Demo 508","+91 98407 00508","Apex Global Bank","XXXX-XXXX-4807","vihaandemo508@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c508","INR 3,93,859.00","6919","18-30","Moderate","INR 12,211.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C509","Isha Example 509","+91 98408 00509","Apex Global Bank","XXXX-XXXX-4808","ishaexample509@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c509","INR 3,94,796.00","070584","31-45","Basic","INR 12,284.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C510","Rohan Sandbox 510","+91 98409 00510","Apex Global Bank","XXXX-XXXX-4809","rohansandbox510@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c510","INR 3,95,733.00","6953","46-60","Advanced","INR 12,357.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C511","Kavya Iyer 511","+91 98410 00511","Apex Global Bank","XXXX-XXXX-4810","kavyaiyer511@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c511","INR 3,96,670.00","070930","61-75","Moderate","INR 12,430.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C512","Dev Test 512","+91 98411 00512","Apex Global Bank","XXXX-XXXX-4811","devtest512@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c512","INR 3,97,607.00","6987","18-30","Basic","INR 12,503.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C513","Tara Prototype 513","+91 98412 00513","Apex Global Bank","XXXX-XXXX-4812","taraprototype513@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c513","INR 3,98,544.00","071276","31-45","Advanced","INR 12,576.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C514","Ishaan Fictional 514","+91 98413 00514","Apex Global Bank","XXXX-XXXX-4813","ishaanfictional514@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c514","INR 3,99,481.00","7021","46-60","Moderate","INR 12,649.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C515","Naina Sample 515","+91 98414 00515","Apex Global Bank","XXXX-XXXX-4814","nainasample515@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c515","INR 4,00,418.00","071622","61-75","Basic","INR 12,722.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C516","Reyansh Mock 516","+91 98415 00516","Apex Global Bank","XXXX-XXXX-4815","reyanshmock516@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c516","INR 4,01,355.00","7055","18-30","Advanced","INR 12,795.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C517","Aditi Training 517","+91 98416 00517","Apex Global Bank","XXXX-XXXX-4816","adititraining517@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c517","INR 4,02,292.00","071968","31-45","Moderate","INR 12,868.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C518","Neil Demo 518","+91 98417 00518","Apex Global Bank","XXXX-XXXX-4817","neildemo518@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c518","INR 4,03,229.00","7089","46-60","Basic","INR 12,941.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C519","Mira Example 519","+91 98418 00519","Apex Global Bank","XXXX-XXXX-4818","miraexample519@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c519","INR 4,04,166.00","072314","61-75","Advanced","INR 13,014.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C520","Yash Sandbox 520","+91 98419 00520","Apex Global Bank","XXXX-XXXX-4819","yashsandbox520@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c520","INR 4,05,103.00","7123","18-30","Moderate","INR 13,087.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C521","Saanvi Iyer 521","+91 98420 00521","Apex Global Bank","XXXX-XXXX-4820","saanviiyer521@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c521","INR 4,06,040.00","072660","31-45","Basic","INR 13,160.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C522","Advik Test 522","+91 98421 00522","Apex Global Bank","XXXX-XXXX-4821","adviktest522@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c522","INR 4,06,977.00","7157","46-60","Advanced","INR 13,233.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C523","Riya Prototype 523","+91 98422 00523","Apex Global Bank","XXXX-XXXX-4822","riyaprototype523@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c523","INR 4,07,914.00","073006","61-75","Moderate","INR 13,306.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C524","Karan Fictional 524","+91 98423 00524","Apex Global Bank","XXXX-XXXX-4823","karanfictional524@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c524","INR 4,08,851.00","7191","18-30","Basic","INR 13,379.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C525","Pooja Sample 525","+91 98424 00525","Apex Global Bank","XXXX-XXXX-4824","poojasample525@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c525","INR 4,09,788.00","073352","31-45","Advanced","INR 13,452.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C526","Ramaswamy Mock 526","+91 98425 00526","Apex Global Bank","XXXX-XXXX-4825","ramaswamymock526@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c526","INR 4,10,725.00","7225","46-60","Moderate","INR 13,525.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C527","Aarav Training 527","+91 98426 00527","Apex Global Bank","XXXX-XXXX-4826","aaravtraining527@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c527","INR 4,11,662.00","073698","61-75","Basic","INR 13,598.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C528","Diya Demo 528","+91 98427 00528","Apex Global Bank","XXXX-XXXX-4827","diyademo528@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c528","INR 4,12,599.00","7259","18-30","Advanced","INR 13,671.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C529","Kabir Example 529","+91 98428 00529","Apex Global Bank","XXXX-XXXX-4828","kabirexample529@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c529","INR 4,13,536.00","074044","31-45","Moderate","INR 13,744.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C530","Meera Sandbox 530","+91 98429 00530","Apex Global Bank","XXXX-XXXX-4829","meerasandbox530@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c530","INR 4,14,473.00","7293","46-60","Basic","INR 13,817.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C531","Arjun Iyer 531","+91 98430 00531","Apex Global Bank","XXXX-XXXX-4830","arjuniyer531@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c531","INR 4,15,410.00","074390","61-75","Advanced","INR 13,890.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C532","Anaya Test 532","+91 98431 00532","Apex Global Bank","XXXX-XXXX-4831","anayatest532@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c532","INR 4,16,347.00","7327","18-30","Moderate","INR 13,963.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C533","Vihaan Prototype 533","+91 98432 00533","Apex Global Bank","XXXX-XXXX-4832","vihaanprototype533@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c533","INR 4,17,284.00","074736","31-45","Basic","INR 14,036.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C534","Isha Fictional 534","+91 98433 00534","Apex Global Bank","XXXX-XXXX-4833","ishafictional534@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c534","INR 4,18,221.00","7361","46-60","Advanced","INR 14,109.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C535","Rohan Sample 535","+91 98434 00535","Apex Global Bank","XXXX-XXXX-4834","rohansample535@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c535","INR 4,19,158.00","075082","61-75","Moderate","INR 14,182.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C536","Kavya Mock 536","+91 98435 00536","Apex Global Bank","XXXX-XXXX-4835","kavyamock536@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c536","INR 4,20,095.00","7395","18-30","Basic","INR 14,255.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C537","Dev Training 537","+91 98436 00537","Apex Global Bank","XXXX-XXXX-4836","devtraining537@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c537","INR 4,21,032.00","075428","31-45","Advanced","INR 14,328.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C538","Tara Demo 538","+91 98437 00538","Apex Global Bank","XXXX-XXXX-4837","tarademo538@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c538","INR 4,21,969.00","7429","46-60","Moderate","INR 14,401.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C539","Ishaan Example 539","+91 98438 00539","Apex Global Bank","XXXX-XXXX-4838","ishaanexample539@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c539","INR 4,22,906.00","075774","61-75","Basic","INR 14,474.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
