"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0371","Advik Demo 371","1959-11-07","471 Example Lane, Demo Nagar, Test State 000000","+91-00000-00371","client0371@example.invalid","SYN-PPT-000371","SYN-TAX-000371","Store Manager","Sample Manufacturing","1378300","Synthetic salary income","776","Synthetic: strong repayment pattern","1266013","856639","59917","2026-11-07 Deposit: Synthetic salary INR 114858; 2026-11-17 Withdrawal: Synthetic ATM INR 5227","2026-11-07 Sent INR 31293 to B003 - Merchant Settlement (Synthetic); 2026-11-12 Received INR 11759 from Synthetic sender","Mock Electronics, Demo Sector 21; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.117","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-08 19:17:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0372","Riya Example 372","1960-12-10","472 Example Lane, Demo Nagar, Test State 000000","+91-00000-00372","client0372@example.invalid","SYN-PPT-000372","SYN-TAX-000372","Nurse","Test Education Trust","1395600","Synthetic business income","783","Synthetic: strong repayment pattern","1277916","858948","64844","2026-12-10 Deposit: Synthetic salary INR 116300; 2026-12-20 Withdrawal: Synthetic ATM INR 5264","2026-12-10 Sent INR 31376 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 11788 from Synthetic sender","Sandbox Market, Demo Sector 22; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.118","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-13 08:24:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0373","Karan Sandbox 373","1961-01-13","473 Example Lane, Demo Nagar, Test State 000000","+91-00000-00373","client0373@example.invalid","SYN-PPT-000373","SYN-TAX-000373","Software Analyst","Sandbox Logistics","1412900","Synthetic salary income","790","Synthetic: strong repayment pattern","1289819","861257","69771","2026-01-13 Deposit: Synthetic salary INR 117742; 2026-01-23 Withdrawal: Synthetic ATM INR 5301","2026-01-13 Sent INR 31459 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 11817 from Synthetic sender","Demo Grocers, Demo Sector 23; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.119","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-18 09:31:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0374","Pooja Fictional 374","1962-02-16","474 Example Lane, Demo Nagar, Test State 000000","+91-00000-00374","client0374@example.invalid","SYN-PPT-000374","SYN-TAX-000374","Sales Associate","Prototype Systems","1430200","Synthetic salary income","797","Synthetic: strong repayment pattern","1301722","863566","74698","2026-02-16 Deposit: Synthetic salary INR 119183; 2026-02-26 Withdrawal: Synthetic ATM INR 5338","2026-02-16 Sent INR 31542 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 11846 from Synthetic sender","Sample Pharmacy, Demo Sector 24; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.120","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-23 10:38:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0375","Samar Test 375","1963-03-19","475 Example Lane, Demo Nagar, Test State 000000","+91-00000-00375","client0375@example.invalid","SYN-PPT-000375","SYN-TAX-000375","Operations Lead","Example Foods","1447500","Synthetic salary income","804","Synthetic: strong repayment pattern","1313625","865875","79625","2026-03-19 Deposit: Synthetic salary INR 120625; 2026-03-02 Withdrawal: Synthetic ATM INR 5375","2026-03-19 Sent INR 31625 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 11875 from Synthetic sender","Example Fuel Station, Demo Sector 25; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.121","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-28 11:45:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0376","Aarav Prototype 376","1964-04-22","476 Example Lane, Demo Nagar, Test State 000000","+91-00000-00376","client0376@example.invalid","SYN-PPT-000376","SYN-TAX-000376","Self-employed Consultant","Mock Finance Services","1464800","Synthetic business income","811","Synthetic: strong repayment pattern","1325528","868184","84552","2026-04-22 Deposit: Synthetic salary INR 122067; 2026-04-05 Withdrawal: Synthetic ATM INR 5412","2026-04-22 Sent INR 31708 to B002 - Utility Account (Synthetic); 2026-04-27 Received INR 11904 from Synthetic sender","Test Cafe, Demo Sector 1; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.122","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-05 12:52:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0377","Diya Simulated 377","1965-05-25","477 Example Lane, Demo Nagar, Test State 000000","+91-00000-00377","client0377@example.invalid","SYN-PPT-000377","SYN-TAX-000377","Accounts Executive","Example Retail Ltd","1482100","Synthetic salary income","818","Synthetic: strong repayment pattern","1337431","870493","89479","2026-05-25 Deposit: Synthetic salary INR 123508; 2026-05-08 Withdrawal: Synthetic ATM INR 5449","2026-05-25 Sent INR 31791 to B003 - Merchant Settlement (Synthetic); 2026-05-03 Received INR 11933 from Synthetic sender","Mock Electronics, Demo Sector 2; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.123","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-10 13:59:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0378","Kabir Sample 378","1966-06-01","478 Example Lane, Demo Nagar, Test State 000000","+91-00000-00378","client0378@example.invalid","SYN-PPT-000378","SYN-TAX-000378","Teacher","Demo Health Services","1499400","Synthetic salary income","825","Synthetic: strong repayment pattern","1349334","872802","94406","2026-06-01 Deposit: Synthetic salary INR 124950; 2026-06-11 Withdrawal: Synthetic ATM INR 5486","2026-06-01 Sent INR 31874 to B001 - Family Transfer (Synthetic); 2026-06-06 Received INR 11962 from Synthetic sender","Sandbox Market, Demo Sector 3; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.124","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-15 14:06:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0379","Meera Mock 379","1967-07-04","479 Example Lane, Demo Nagar, Test State 000000","+91-00000-00379","client0379@example.invalid","SYN-PPT-000379","SYN-TAX-000379","Store Manager","Sample Manufacturing","1516700","Synthetic salary income","611","Synthetic: limited repayment history","1361237","875111","99333","2026-07-04 Deposit: Synthetic salary INR 126392; 2026-07-14 Withdrawal: Synthetic ATM INR 5523","2026-07-04 Sent INR 31957 to B002 - Utility Account (Synthetic); 2026-07-09 Received INR 11991 from Synthetic sender","Demo Grocers, Demo Sector 4; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.125","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-20 15:13:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0380","Arjun Training 380","1968-08-07","480 Example Lane, Demo Nagar, Test State 000000","+91-00000-00380","client0380@example.invalid","SYN-PPT-000380","SYN-TAX-000380","Nurse","Test Education Trust","1534000","Synthetic business income","618","Synthetic: limited repayment history","1373140","877420","104260","2026-08-07 Deposit: Synthetic salary INR 127833; 2026-08-17 Withdrawal: Synthetic ATM INR 5560","2026-08-07 Sent INR 32040 to B003 - Merchant Settlement (Synthetic); 2026-08-12 Received INR 12020 from Synthetic sender","Sample Pharmacy, Demo Sector 5; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.126","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-25 16:20:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0381","Anaya Demo 381","1969-09-10","481 Example Lane, Demo Nagar, Test State 000000","+91-00000-00381","client0381@example.invalid","SYN-PPT-000381","SYN-TAX-000381","Software Analyst","Sandbox Logistics","1551300","Synthetic salary income","625","Synthetic: limited repayment history","1385043","879729","109187","2026-09-10 Deposit: Synthetic salary INR 129275; 2026-09-20 Withdrawal: Synthetic ATM INR 5597","2026-09-10 Sent INR 32123 to B001 - Family Transfer (Synthetic); 2026-09-15 Received INR 12049 from Synthetic sender","Example Fuel Station, Demo Sector 6; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.127","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-02 17:27:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0382","Vihaan Example 382","1970-10-13","482 Example Lane, Demo Nagar, Test State 000000","+91-00000-00382","client0382@example.invalid","SYN-PPT-000382","SYN-TAX-000382","Sales Associate","Prototype Systems","1568600","Synthetic salary income","632","Synthetic: limited repayment history","1396946","882038","114114","2026-10-13 Deposit: Synthetic salary INR 130717; 2026-10-23 Withdrawal: Synthetic ATM INR 5634","2026-10-13 Sent INR 32206 to B002 - Utility Account (Synthetic); 2026-10-18 Received INR 12078 from Synthetic sender","Test Cafe, Demo Sector 7; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.128","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-07 18:34:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0383","Isha Sandbox 383","1971-11-16","483 Example Lane, Demo Nagar, Test State 000000","+91-00000-00383","client0383@example.invalid","SYN-PPT-000383","SYN-TAX-000383","Operations Lead","Example Foods","1585900","Synthetic salary income","639","Synthetic: limited repayment history","1408849","884347","119041","2026-11-16 Deposit: Synthetic salary INR 132158; 2026-11-26 Withdrawal: Synthetic ATM INR 5671","2026-11-16 Sent INR 32289 to B003 - Merchant Settlement (Synthetic); 2026-11-21 Received INR 12107 from Synthetic sender","Mock Electronics, Demo Sector 8; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.129","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-12 19:41:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0384","Rohan Fictional 384","1972-12-19","484 Example Lane, Demo Nagar, Test State 000000","+91-00000-00384","client0384@example.invalid","SYN-PPT-000384","SYN-TAX-000384","Self-employed Consultant","Mock Finance Services","1603200","Synthetic business income","646","Synthetic: limited repayment history","1420752","886656","123968","2026-12-19 Deposit: Synthetic salary INR 133600; 2026-12-02 Withdrawal: Synthetic ATM INR 5708","2026-12-19 Sent INR 32372 to B001 - Family Transfer (Synthetic); 2026-12-24 Received INR 12136 from Synthetic sender","Sandbox Market, Demo Sector 9; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.130","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-17 08:48:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0385","Kavya Test 385","1973-01-22","485 Example Lane, Demo Nagar, Test State 000000","+91-00000-00385","client0385@example.invalid","SYN-PPT-000385","SYN-TAX-000385","Accounts Executive","Example Retail Ltd","1620500","Synthetic salary income","653","Synthetic: limited repayment history","1432655","888965","128895","2026-01-22 Deposit: Synthetic salary INR 135042; 2026-01-05 Withdrawal: Synthetic ATM INR 5745","2026-01-22 Sent INR 32455 to B002 - Utility Account (Synthetic); 2026-01-27 Received INR 12165 from Synthetic sender","Demo Grocers, Demo Sector 10; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.131","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-22 09:55:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0386","Dev Prototype 386","1974-02-25","486 Example Lane, Demo Nagar, Test State 000000","+91-00000-00386","client0386@example.invalid","SYN-PPT-000386","SYN-TAX-000386","Teacher","Demo Health Services","1637800","Synthetic salary income","660","Synthetic: limited repayment history","1444558","891274","133822","2026-02-25 Deposit: Synthetic salary INR 136483; 2026-02-08 Withdrawal: Synthetic ATM INR 5782","2026-02-25 Sent INR 32538 to B003 - Merchant Settlement (Synthetic); 2026-02-03 Received INR 12194 from Synthetic sender","Sample Pharmacy, Demo Sector 11; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.132","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-27 10:02:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0387","Tara Simulated 387","1975-03-01","487 Example Lane, Demo Nagar, Test State 000000","+91-00000-00387","client0387@example.invalid","SYN-PPT-000387","SYN-TAX-000387","Store Manager","Sample Manufacturing","1655100","Synthetic salary income","667","Synthetic: limited repayment history","1456461","893583","138749","2026-03-01 Deposit: Synthetic salary INR 137925; 2026-03-11 Withdrawal: Synthetic ATM INR 5819","2026-03-01 Sent INR 32621 to B001 - Family Transfer (Synthetic); 2026-03-06 Received INR 12223 from Synthetic sender","Example Fuel Station, Demo Sector 12; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.133","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-04 11:09:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0388","Ishaan Sample 388","1976-04-04","488 Example Lane, Demo Nagar, Test State 000000","+91-00000-00388","client0388@example.invalid","SYN-PPT-000388","SYN-TAX-000388","Nurse","Test Education Trust","1672400","Synthetic business income","674","Synthetic: limited repayment history","1468364","895892","143676","2026-04-04 Deposit: Synthetic salary INR 139367; 2026-04-14 Withdrawal: Synthetic ATM INR 5856","2026-04-04 Sent INR 32704 to B002 - Utility Account (Synthetic); 2026-04-09 Received INR 12252 from Synthetic sender","Test Cafe, Demo Sector 13; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.134","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-09 12:16:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0389","Naina Mock 389","1977-05-07","489 Example Lane, Demo Nagar, Test State 000000","+91-00000-00389","client0389@example.invalid","SYN-PPT-000389","SYN-TAX-000389","Software Analyst","Sandbox Logistics","1689700","Synthetic salary income","681","Synthetic: satisfactory repayment pattern","1480267","898201","148603","2026-05-07 Deposit: Synthetic salary INR 140808; 2026-05-17 Withdrawal: Synthetic ATM INR 5893","2026-05-07 Sent INR 32787 to B003 - Merchant Settlement (Synthetic); 2026-05-12 Received INR 12281 from Synthetic sender","Mock Electronics, Demo Sector 14; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.135","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-14 13:23:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0390","Reyansh Training 390","1978-06-10","490 Example Lane, Demo Nagar, Test State 000000","+91-00000-00390","client0390@example.invalid","SYN-PPT-000390","SYN-TAX-000390","Sales Associate","Prototype Systems","1707000","Synthetic salary income","688","Synthetic: satisfactory repayment pattern","1492170","900510","153530","2026-06-10 Deposit: Synthetic salary INR 142250; 2026-06-20 Withdrawal: Synthetic ATM INR 5930","2026-06-10 Sent INR 32870 to B001 - Family Transfer (Synthetic); 2026-06-15 Received INR 12310 from Synthetic sender","Sandbox Market, Demo Sector 15; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.136","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-19 14:30:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0391","Aditi Demo 391","1979-07-13","491 Example Lane, Demo Nagar, Test State 000000","+91-00000-00391","client0391@example.invalid","SYN-PPT-000391","SYN-TAX-000391","Operations Lead","Example Foods","1724300","Synthetic salary income","695","Synthetic: satisfactory repayment pattern","1504073","902819","158457","2026-07-13 Deposit: Synthetic salary INR 143692; 2026-07-23 Withdrawal: Synthetic ATM INR 5967","2026-07-13 Sent INR 32953 to B002 - Utility Account (Synthetic); 2026-07-18 Received INR 12339 from Synthetic sender","Demo Grocers, Demo Sector 16; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.137","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-24 15:37:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0392","Neil Example 392","1980-08-16","492 Example Lane, Demo Nagar, Test State 000000","+91-00000-00392","client0392@example.invalid","SYN-PPT-000392","SYN-TAX-000392","Self-employed Consultant","Mock Finance Services","1741600","Synthetic business income","702","Synthetic: satisfactory repayment pattern","1515976","905128","163384","2026-08-16 Deposit: Synthetic salary INR 145133; 2026-08-26 Withdrawal: Synthetic ATM INR 6004","2026-08-16 Sent INR 33036 to B003 - Merchant Settlement (Synthetic); 2026-08-21 Received INR 12368 from Synthetic sender","Sample Pharmacy, Demo Sector 17; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.138","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-01 16:44:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0393","Mira Sandbox 393","1981-09-19","493 Example Lane, Demo Nagar, Test State 000000","+91-00000-00393","client0393@example.invalid","SYN-PPT-000393","SYN-TAX-000393","Accounts Executive","Example Retail Ltd","1758900","Synthetic salary income","709","Synthetic: satisfactory repayment pattern","1527879","907437","168311","2026-09-19 Deposit: Synthetic salary INR 146575; 2026-09-02 Withdrawal: Synthetic ATM INR 6041","2026-09-19 Sent INR 33119 to B001 - Family Transfer (Synthetic); 2026-09-24 Received INR 12397 from Synthetic sender","Example Fuel Station, Demo Sector 18; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.139","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-06 17:51:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0394","Yash Fictional 394","1982-10-22","494 Example Lane, Demo Nagar, Test State 000000","+91-00000-00394","client0394@example.invalid","SYN-PPT-000394","SYN-TAX-000394","Teacher","Demo Health Services","1776200","Synthetic salary income","716","Synthetic: satisfactory repayment pattern","1539782","909746","173238","2026-10-22 Deposit: Synthetic salary INR 148017; 2026-10-05 Withdrawal: Synthetic ATM INR 6078","2026-10-22 Sent INR 33202 to B002 - Utility Account (Synthetic); 2026-10-27 Received INR 12426 from Synthetic sender","Test Cafe, Demo Sector 19; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.140","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-11 18:58:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0395","Saanvi Test 395","1983-11-25","495 Example Lane, Demo Nagar, Test State 000000","+91-00000-00395","client0395@example.invalid","SYN-PPT-000395","SYN-TAX-000395","Store Manager","Sample Manufacturing","1793500","Synthetic salary income","723","Synthetic: satisfactory repayment pattern","1551685","912055","178165","2026-11-25 Deposit: Synthetic salary INR 149458; 2026-11-08 Withdrawal: Synthetic ATM INR 6115","2026-11-25 Sent INR 33285 to B003 - Merchant Settlement (Synthetic); 2026-11-03 Received INR 12455 from Synthetic sender","Mock Electronics, Demo Sector 20; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.141","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-16 19:05:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0396","Advik Prototype 396","1984-12-01","496 Example Lane, Demo Nagar, Test State 000000","+91-00000-00396","client0396@example.invalid","SYN-PPT-000396","SYN-TAX-000396","Nurse","Test Education Trust","1810800","Synthetic business income","730","Synthetic: satisfactory repayment pattern","1563588","914364","183092","2026-12-01 Deposit: Synthetic salary INR 150900; 2026-12-11 Withdrawal: Synthetic ATM INR 6152","2026-12-01 Sent INR 33368 to B001 - Family Transfer (Synthetic); 2026-12-06 Received INR 12484 from Synthetic sender","Sandbox Market, Demo Sector 21; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.142","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-21 08:12:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0397","Riya Simulated 397","1985-01-04","497 Example Lane, Demo Nagar, Test State 000000","+91-00000-00397","client0397@example.invalid","SYN-PPT-000397","SYN-TAX-000397","Software Analyst","Sandbox Logistics","1828100","Synthetic salary income","737","Synthetic: satisfactory repayment pattern","1575491","916673","188019","2026-01-04 Deposit: Synthetic salary INR 152342; 2026-01-14 Withdrawal: Synthetic ATM INR 6189","2026-01-04 Sent INR 33451 to B002 - Utility Account (Synthetic); 2026-01-09 Received INR 12513 from Synthetic sender","Demo Grocers, Demo Sector 22; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.143","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-26 09:19:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0398","Karan Sample 398","1986-02-07","498 Example Lane, Demo Nagar, Test State 000000","+91-00000-00398","client0398@example.invalid","SYN-PPT-000398","SYN-TAX-000398","Sales Associate","Prototype Systems","1845400","Synthetic salary income","744","Synthetic: satisfactory repayment pattern","1587394","918982","192946","2026-02-07 Deposit: Synthetic salary INR 153783; 2026-02-17 Withdrawal: Synthetic ATM INR 6226","2026-02-07 Sent INR 33534 to B003 - Merchant Settlement (Synthetic); 2026-02-12 Received INR 12542 from Synthetic sender","Sample Pharmacy, Demo Sector 23; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.144","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-03 10:26:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0399","Pooja Mock 399","1987-03-10","499 Example Lane, Demo Nagar, Test State 000000","+91-00000-00399","client0399@example.invalid","SYN-PPT-000399","SYN-TAX-000399","Operations Lead","Example Foods","1862700","Synthetic salary income","751","Synthetic: strong repayment pattern","1599297","921291","197873","2026-03-10 Deposit: Synthetic salary INR 155225; 2026-03-20 Withdrawal: Synthetic ATM INR 6263","2026-03-10 Sent INR 33617 to B001 - Family Transfer (Synthetic); 2026-03-15 Received INR 12571 from Synthetic sender","Example Fuel Station, Demo Sector 24; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.145","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-08 11:33:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0400","Samar Training 400","1988-04-13","500 Example Lane, Demo Nagar, Test State 000000","+91-00000-00400","client0400@example.invalid","SYN-PPT-000400","SYN-TAX-000400","Self-employed Consultant","Mock Finance Services","1880000","Synthetic business income","758","Synthetic: strong repayment pattern","1611200","923600","202800","2026-04-13 Deposit: Synthetic salary INR 156667; 2026-04-23 Withdrawal: Synthetic ATM INR 6300","2026-04-13 Sent INR 33700 to B002 - Utility Account (Synthetic); 2026-04-18 Received INR 12600 from Synthetic sender","Test Cafe, Demo Sector 25; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.146","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-13 12:40:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0401","Aarav Demo 401","1989-05-16","501 Example Lane, Demo Nagar, Test State 000000","+91-00000-00401","client0401@example.invalid","SYN-PPT-000401","SYN-TAX-000401","Accounts Executive","Example Retail Ltd","1897300","Synthetic salary income","765","Synthetic: strong repayment pattern","1623103","925909","207727","2026-05-16 Deposit: Synthetic salary INR 158108; 2026-05-26 Withdrawal: Synthetic ATM INR 6337","2026-05-16 Sent INR 33783 to B003 - Merchant Settlement (Synthetic); 2026-05-21 Received INR 12629 from Synthetic sender","Mock Electronics, Demo Sector 1; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.147","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-18 13:47:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0402","Diya Example 402","1990-06-19","502 Example Lane, Demo Nagar, Test State 000000","+91-00000-00402","client0402@example.invalid","SYN-PPT-000402","SYN-TAX-000402","Teacher","Demo Health Services","1914600","Synthetic salary income","772","Synthetic: strong repayment pattern","1635006","928218","212654","2026-06-19 Deposit: Synthetic salary INR 159550; 2026-06-02 Withdrawal: Synthetic ATM INR 6374","2026-06-19 Sent INR 33866 to B001 - Family Transfer (Synthetic); 2026-06-24 Received INR 12658 from Synthetic sender","Sandbox Market, Demo Sector 2; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.148","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-23 14:54:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
